frquency,impedance,wine_id,wine_name,Unnamed: 10,类别,类别编码
52,30522,10,红星二锅头,,白酒,2
53,28667,10,红星二锅头,,白酒,2
54,30561,10,红星二锅头,,白酒,2
55,30158,10,红星二锅头,,白酒,2
57,29616,10,红星二锅头,,白酒,2
58,29442,10,红星二锅头,,白酒,2
59,29570,10,红星二锅头,,白酒,2
60,30027,10,红星二锅头,,白酒,2
61,29954,10,红星二锅头,,白酒,2
62,29866,10,红星二锅头,,白酒,2
63,30021,10,红星二锅头,,白酒,2
64,29631,10,红星二锅头,,白酒,2
65,31035,10,红星二锅头,,白酒,2
66,29983,10,红星二锅头,,白酒,2
67,29544,10,红星二锅头,,白酒,2
68,30106,10,红星二锅头,,白酒,2
69,29668,10,红星二锅头,,白酒,2
70,29889,10,红星二锅头,,白酒,2
71,29893,10,红星二锅头,,白酒,2
73,30556,10,红星二锅头,,白酒,2
74,29567,10,红星二锅头,,白酒,2
75,29588,10,红星二锅头,,白酒,2
76,30520,10,红星二锅头,,白酒,2
77,29907,10,红星二锅头,,白酒,2
78,30108,10,红星二锅头,,白酒,2
79,29419,10,红星二锅头,,白酒,2
80,29892,10,红星二锅头,,白酒,2
81,30189,10,红星二锅头,,白酒,2
82,30164,10,红星二锅头,,白酒,2
83,30131,10,红星二锅头,,白酒,2
84,30105,10,红星二锅头,,白酒,2
85,29924,10,红星二锅头,,白酒,2
86,30073,10,红星二锅头,,白酒,2
87,30138,10,红星二锅头,,白酒,2
88,30035,10,红星二锅头,,白酒,2
89,29859,10,红星二锅头,,白酒,2
90,29725,10,红星二锅头,,白酒,2
91,30083,10,红星二锅头,,白酒,2
92,30268,10,红星二锅头,,白酒,2
93,29939,10,红星二锅头,,白酒,2
95,30158,10,红星二锅头,,白酒,2
96,30010,10,红星二锅头,,白酒,2
98,30663,10,红星二锅头,,白酒,2
99,30050,10,红星二锅头,,白酒,2
100,30000,10,红星二锅头,,白酒,2
101,30691,10,红星二锅头,,白酒,2
102,29849,10,红星二锅头,,白酒,2
103,30056,10,红星二锅头,,白酒,2
104,29987,10,红星二锅头,,白酒,2
105,30097,10,红星二锅头,,白酒,2
106,29902,10,红星二锅头,,白酒,2
107,30348,10,红星二锅头,,白酒,2
110,29938,10,红星二锅头,,白酒,2
111,30157,10,红星二锅头,,白酒,2
112,29905,10,红星二锅头,,白酒,2
113,29781,10,红星二锅头,,白酒,2
114,30224,10,红星二锅头,,白酒,2
115,30562,10,红星二锅头,,白酒,2
116,30052,10,红星二锅头,,白酒,2
117,30051,10,红星二锅头,,白酒,2
118,30018,10,红星二锅头,,白酒,2
119,30092,10,红星二锅头,,白酒,2
120,30112,10,红星二锅头,,白酒,2
20,31696,10,红星二锅头,,白酒,2
21,30085,10,红星二锅头,,白酒,2
22,30092,10,红星二锅头,,白酒,2
23,31403,10,红星二锅头,,白酒,2
24,31988,10,红星二锅头,,白酒,2
26,30920,10,红星二锅头,,白酒,2
27,31571,10,红星二锅头,,白酒,2
28,30951,10,红星二锅头,,白酒,2
30,29437,10,红星二锅头,,白酒,2
32,31187,10,红星二锅头,,白酒,2
33,29804,10,红星二锅头,,白酒,2
34,28534,10,红星二锅头,,白酒,2
35,29430,10,红星二锅头,,白酒,2
36,29483,10,红星二锅头,,白酒,2
37,31139,10,红星二锅头,,白酒,2
38,28991,10,红星二锅头,,白酒,2
39,27470,10,红星二锅头,,白酒,2
40,31593,10,红星二锅头,,白酒,2
41,28416,10,红星二锅头,,白酒,2
42,30017,10,红星二锅头,,白酒,2
43,30788,10,红星二锅头,,白酒,2
44,28933,10,红星二锅头,,白酒,2
45,29494,10,红星二锅头,,白酒,2
46,29970,10,红星二锅头,,白酒,2
47,30047,10,红星二锅头,,白酒,2
48,29194,10,红星二锅头,,白酒,2
49,30013,10,红星二锅头,,白酒,2
50,29880,10,红星二锅头,,白酒,2
51,30359,10,红星二锅头,,白酒,2
52,30757,10,红星二锅头,,白酒,2
53,29428,10,红星二锅头,,白酒,2
54,31197,10,红星二锅头,,白酒,2
55,30017,10,红星二锅头,,白酒,2
56,33907,10,红星二锅头,,白酒,2
57,32822,10,红星二锅头,,白酒,2
58,30111,10,红星二锅头,,白酒,2
59,30260,10,红星二锅头,,白酒,2
60,30687,10,红星二锅头,,白酒,2
62,30268,10,红星二锅头,,白酒,2
64,29289,10,红星二锅头,,白酒,2
65,31828,10,红星二锅头,,白酒,2
66,30339,10,红星二锅头,,白酒,2
67,29991,10,红星二锅头,,白酒,2
68,30112,10,红星二锅头,,白酒,2
69,29777,10,红星二锅头,,白酒,2
70,29999,10,红星二锅头,,白酒,2
71,30868,10,红星二锅头,,白酒,2
72,29905,10,红星二锅头,,白酒,2
73,30564,10,红星二锅头,,白酒,2
74,30423,10,红星二锅头,,白酒,2
75,30000,10,红星二锅头,,白酒,2
76,30062,10,红星二锅头,,白酒,2
77,30029,10,红星二锅头,,白酒,2
78,30108,10,红星二锅头,,白酒,2
79,30019,10,红星二锅头,,白酒,2
80,29892,10,红星二锅头,,白酒,2
81,30623,10,红星二锅头,,白酒,2
82,30082,10,红星二锅头,,白酒,2
83,30319,10,红星二锅头,,白酒,2
84,30212,10,红星二锅头,,白酒,2
85,29924,10,红星二锅头,,白酒,2
86,30827,10,红星二锅头,,白酒,2
87,30493,10,红星二锅头,,白酒,2
88,30206,10,红星二锅头,,白酒,2
89,30173,10,红星二锅头,,白酒,2
90,29558,10,红星二锅头,,白酒,2
91,30124,10,红星二锅头,,白酒,2
93,30144,10,红星二锅头,,白酒,2
94,29839,10,红星二锅头,,白酒,2
95,30215,10,红星二锅头,,白酒,2
97,30515,10,红星二锅头,,白酒,2
98,30046,10,红星二锅头,,白酒,2
99,30405,10,红星二锅头,,白酒,2
100,30398,10,红星二锅头,,白酒,2
101,30250,10,红星二锅头,,白酒,2
102,30428,10,红星二锅头,,白酒,2
103,30022,10,红星二锅头,,白酒,2
104,29901,10,红星二锅头,,白酒,2
105,29846,10,红星二锅头,,白酒,2
106,30178,10,红星二锅头,,白酒,2
107,30232,10,红星二锅头,,白酒,2
108,30059,10,红星二锅头,,白酒,2
110,30164,10,红星二锅头,,白酒,2
111,30416,10,红星二锅头,,白酒,2
112,30095,10,红星二锅头,,白酒,2
113,30281,10,红星二锅头,,白酒,2
114,30064,10,红星二锅头,,白酒,2
115,30966,10,红星二锅头,,白酒,2
116,30120,10,红星二锅头,,白酒,2
117,30332,10,红星二锅头,,白酒,2
118,30253,10,红星二锅头,,白酒,2
119,30115,10,红星二锅头,,白酒,2
120,30296,10,红星二锅头,,白酒,2
20,31696,10,红星二锅头,,白酒,2
21,29987,10,红星二锅头,,白酒,2
22,30177,10,红星二锅头,,白酒,2
23,31025,10,红星二锅头,,白酒,2
24,31988,10,红星二锅头,,白酒,2
26,30920,10,红星二锅头,,白酒,2
27,31767,10,红星二锅头,,白酒,2
28,30353,10,红星二锅头,,白酒,2
29,30000,10,红星二锅头,,白酒,2
31,29745,10,红星二锅头,,白酒,2
32,30180,10,红星二锅头,,白酒,2
33,29569,10,红星二锅头,,白酒,2
35,29593,10,红星二锅头,,白酒,2
36,30000,10,红星二锅头,,白酒,2
37,29760,10,红星二锅头,,白酒,2
38,29256,10,红星二锅头,,白酒,2
39,29880,10,红星二锅头,,白酒,2
40,30790,10,红星二锅头,,白酒,2
41,31786,10,红星二锅头,,白酒,2
42,30384,10,红星二锅头,,白酒,2
43,30181,10,红星二锅头,,白酒,2
44,30000,10,红星二锅头,,白酒,2
45,29692,10,红星二锅头,,白酒,2
46,30204,10,红星二锅头,,白酒,2
47,29336,10,红星二锅头,,白酒,2
48,30214,10,红星二锅头,,白酒,2
49,30232,10,红星二锅头,,白酒,2
50,30664,10,红星二锅头,,白酒,2
51,30542,10,红星二锅头,,白酒,2
52,31053,10,红星二锅头,,白酒,2
53,30785,10,红星二锅头,,白酒,2
54,30393,10,红星二锅头,,白酒,2
55,30389,10,红星二锅头,,白酒,2
57,30118,10,红星二锅头,,白酒,2
58,30117,10,红星二锅头,,白酒,2
59,30608,10,红星二锅头,,白酒,2
60,30425,10,红星二锅头,,白酒,2
61,29748,10,红星二锅头,,白酒,2
62,29642,10,红星二锅头,,白酒,2
63,30495,10,红星二锅头,,白酒,2
64,29887,10,红星二锅头,,白酒,2
65,31800,10,红星二锅头,,白酒,2
66,30453,10,红星二锅头,,白酒,2
68,29995,10,红星二锅头,,白酒,2
69,30340,10,红星二锅头,,白酒,2
70,30110,10,红星二锅头,,白酒,2
71,30436,10,红星二锅头,,白酒,2
72,30340,10,红星二锅头,,白酒,2
73,31086,10,红星二锅头,,白酒,2
74,30199,10,红星二锅头,,白酒,2
20,31016,10,红星二锅头,,白酒,2
21,31535,10,红星二锅头,,白酒,2
22,30177,10,红星二锅头,,白酒,2
23,30921,10,红星二锅头,,白酒,2
25,30734,10,红星二锅头,,白酒,2
26,30920,10,红星二锅头,,白酒,2
27,31764,10,红星二锅头,,白酒,2
29,30000,10,红星二锅头,,白酒,2
32,28772,10,红星二锅头,,白酒,2
33,27530,10,红星二锅头,,白酒,2
35,29712,10,红星二锅头,,白酒,2
36,29595,10,红星二锅头,,白酒,2
37,29595,10,红星二锅头,,白酒,2
38,29139,10,红星二锅头,,白酒,2
39,28421,10,红星二锅头,,白酒,2
40,34131,10,红星二锅头,,白酒,2
42,29319,10,红星二锅头,,白酒,2
43,29435,10,红星二锅头,,白酒,2
44,28812,10,红星二锅头,,白酒,2
45,29548,10,红星二锅头,,白酒,2
46,29770,10,红星二锅头,,白酒,2
49,31985,10,红星二锅头,,白酒,2
50,29059,10,红星二锅头,,白酒,2
52,30522,10,红星二锅头,,白酒,2
53,28667,10,红星二锅头,,白酒,2
54,30561,10,红星二锅头,,白酒,2
55,30158,10,红星二锅头,,白酒,2
57,29616,10,红星二锅头,,白酒,2
58,29442,10,红星二锅头,,白酒,2
59,29570,10,红星二锅头,,白酒,2
60,30027,10,红星二锅头,,白酒,2
61,29954,10,红星二锅头,,白酒,2
62,29866,10,红星二锅头,,白酒,2
63,30021,10,红星二锅头,,白酒,2
64,29631,10,红星二锅头,,白酒,2
65,31035,10,红星二锅头,,白酒,2
66,29983,10,红星二锅头,,白酒,2
67,29544,10,红星二锅头,,白酒,2
68,30106,10,红星二锅头,,白酒,2
69,29668,10,红星二锅头,,白酒,2
70,29889,10,红星二锅头,,白酒,2
71,29893,10,红星二锅头,,白酒,2
73,30556,10,红星二锅头,,白酒,2
74,29567,10,红星二锅头,,白酒,2
75,29588,10,红星二锅头,,白酒,2
76,30520,10,红星二锅头,,白酒,2
77,29907,10,红星二锅头,,白酒,2
78,30108,10,红星二锅头,,白酒,2
79,29419,10,红星二锅头,,白酒,2
80,29892,10,红星二锅头,,白酒,2
81,30189,10,红星二锅头,,白酒,2
82,30164,10,红星二锅头,,白酒,2
83,30131,10,红星二锅头,,白酒,2
84,30105,10,红星二锅头,,白酒,2
85,29924,10,红星二锅头,,白酒,2
86,30073,10,红星二锅头,,白酒,2
87,30138,10,红星二锅头,,白酒,2
88,30035,10,红星二锅头,,白酒,2
89,29859,10,红星二锅头,,白酒,2
90,29725,10,红星二锅头,,白酒,2
91,30083,10,红星二锅头,,白酒,2
92,30268,10,红星二锅头,,白酒,2
93,29939,10,红星二锅头,,白酒,2
95,30158,10,红星二锅头,,白酒,2
96,30010,10,红星二锅头,,白酒,2
98,30663,10,红星二锅头,,白酒,2
99,30050,10,红星二锅头,,白酒,2
100,30000,10,红星二锅头,,白酒,2
101,30691,10,红星二锅头,,白酒,2
102,29849,10,红星二锅头,,白酒,2
103,30056,10,红星二锅头,,白酒,2
104,29987,10,红星二锅头,,白酒,2
105,30097,10,红星二锅头,,白酒,2
106,29902,10,红星二锅头,,白酒,2
107,30348,10,红星二锅头,,白酒,2
110,29938,10,红星二锅头,,白酒,2
111,30157,10,红星二锅头,,白酒,2
112,29905,10,红星二锅头,,白酒,2
113,29781,10,红星二锅头,,白酒,2
114,30224,10,红星二锅头,,白酒,2
115,30562,10,红星二锅头,,白酒,2
116,30052,10,红星二锅头,,白酒,2
117,30051,10,红星二锅头,,白酒,2
118,30018,10,红星二锅头,,白酒,2
119,30092,10,红星二锅头,,白酒,2
120,30112,10,红星二锅头,,白酒,2
20,31696,10,红星二锅头,,白酒,2
21,30085,10,红星二锅头,,白酒,2
22,30092,10,红星二锅头,,白酒,2
23,31403,10,红星二锅头,,白酒,2
24,31988,10,红星二锅头,,白酒,2
26,30920,10,红星二锅头,,白酒,2
27,31571,10,红星二锅头,,白酒,2
28,30951,10,红星二锅头,,白酒,2
30,29437,10,红星二锅头,,白酒,2
32,31187,10,红星二锅头,,白酒,2
33,29804,10,红星二锅头,,白酒,2
34,28534,10,红星二锅头,,白酒,2
35,29430,10,红星二锅头,,白酒,2
36,29483,10,红星二锅头,,白酒,2
37,31139,10,红星二锅头,,白酒,2
38,28991,10,红星二锅头,,白酒,2
39,27470,10,红星二锅头,,白酒,2
40,31593,10,红星二锅头,,白酒,2
41,28416,10,红星二锅头,,白酒,2
42,30017,10,红星二锅头,,白酒,2
43,30788,10,红星二锅头,,白酒,2
44,28933,10,红星二锅头,,白酒,2
45,29494,10,红星二锅头,,白酒,2
46,29970,10,红星二锅头,,白酒,2
47,30047,10,红星二锅头,,白酒,2
48,29194,10,红星二锅头,,白酒,2
49,30013,10,红星二锅头,,白酒,2
50,29880,10,红星二锅头,,白酒,2
51,30359,10,红星二锅头,,白酒,2
52,30757,10,红星二锅头,,白酒,2
53,29428,10,红星二锅头,,白酒,2
54,31197,10,红星二锅头,,白酒,2
55,30017,10,红星二锅头,,白酒,2
56,33907,10,红星二锅头,,白酒,2
57,32822,10,红星二锅头,,白酒,2
58,30111,10,红星二锅头,,白酒,2
59,30260,10,红星二锅头,,白酒,2
60,30687,10,红星二锅头,,白酒,2
62,30268,10,红星二锅头,,白酒,2
64,29289,10,红星二锅头,,白酒,2
65,31828,10,红星二锅头,,白酒,2
66,30339,10,红星二锅头,,白酒,2
67,29991,10,红星二锅头,,白酒,2
68,30112,10,红星二锅头,,白酒,2
69,29777,10,红星二锅头,,白酒,2
70,29999,10,红星二锅头,,白酒,2
71,30868,10,红星二锅头,,白酒,2
72,29905,10,红星二锅头,,白酒,2
73,30564,10,红星二锅头,,白酒,2
74,30423,10,红星二锅头,,白酒,2
75,30000,10,红星二锅头,,白酒,2
76,30062,10,红星二锅头,,白酒,2
77,30029,10,红星二锅头,,白酒,2
78,30108,10,红星二锅头,,白酒,2
79,30019,10,红星二锅头,,白酒,2
80,29892,10,红星二锅头,,白酒,2
81,30623,10,红星二锅头,,白酒,2
82,30082,10,红星二锅头,,白酒,2
83,30319,10,红星二锅头,,白酒,2
84,30212,10,红星二锅头,,白酒,2
85,29924,10,红星二锅头,,白酒,2
86,30827,10,红星二锅头,,白酒,2
87,30493,10,红星二锅头,,白酒,2
88,30206,10,红星二锅头,,白酒,2
89,30173,10,红星二锅头,,白酒,2
90,29558,10,红星二锅头,,白酒,2
91,30124,10,红星二锅头,,白酒,2
93,30144,10,红星二锅头,,白酒,2
94,29839,10,红星二锅头,,白酒,2
95,30215,10,红星二锅头,,白酒,2
97,30515,10,红星二锅头,,白酒,2
98,30046,10,红星二锅头,,白酒,2
99,30405,10,红星二锅头,,白酒,2
100,30398,10,红星二锅头,,白酒,2
101,30250,10,红星二锅头,,白酒,2
102,30428,10,红星二锅头,,白酒,2
103,30022,10,红星二锅头,,白酒,2
104,29901,10,红星二锅头,,白酒,2
105,29846,10,红星二锅头,,白酒,2
106,30178,10,红星二锅头,,白酒,2
107,30232,10,红星二锅头,,白酒,2
108,30059,10,红星二锅头,,白酒,2
110,30164,10,红星二锅头,,白酒,2
111,30416,10,红星二锅头,,白酒,2
112,30095,10,红星二锅头,,白酒,2
113,30281,10,红星二锅头,,白酒,2
114,30064,10,红星二锅头,,白酒,2
115,30966,10,红星二锅头,,白酒,2
116,30120,10,红星二锅头,,白酒,2
117,30332,10,红星二锅头,,白酒,2
118,30253,10,红星二锅头,,白酒,2
119,30115,10,红星二锅头,,白酒,2
120,30296,10,红星二锅头,,白酒,2
20,31696,10,红星二锅头,,白酒,2
21,29987,10,红星二锅头,,白酒,2
22,30177,10,红星二锅头,,白酒,2
23,31025,10,红星二锅头,,白酒,2
24,31988,10,红星二锅头,,白酒,2
26,30920,10,红星二锅头,,白酒,2
27,31767,10,红星二锅头,,白酒,2
28,30353,10,红星二锅头,,白酒,2
29,30000,10,红星二锅头,,白酒,2
31,29745,10,红星二锅头,,白酒,2
32,30180,10,红星二锅头,,白酒,2
33,29569,10,红星二锅头,,白酒,2
35,29593,10,红星二锅头,,白酒,2
36,30000,10,红星二锅头,,白酒,2
37,29760,10,红星二锅头,,白酒,2
38,29256,10,红星二锅头,,白酒,2
39,29880,10,红星二锅头,,白酒,2
40,30790,10,红星二锅头,,白酒,2
41,31786,10,红星二锅头,,白酒,2
42,30384,10,红星二锅头,,白酒,2
43,30181,10,红星二锅头,,白酒,2
44,30000,10,红星二锅头,,白酒,2
45,29692,10,红星二锅头,,白酒,2
46,30204,10,红星二锅头,,白酒,2
47,29336,10,红星二锅头,,白酒,2
48,30214,10,红星二锅头,,白酒,2
49,30232,10,红星二锅头,,白酒,2
50,30664,10,红星二锅头,,白酒,2
51,30542,10,红星二锅头,,白酒,2
52,31053,10,红星二锅头,,白酒,2
53,30785,10,红星二锅头,,白酒,2
54,30393,10,红星二锅头,,白酒,2
55,30389,10,红星二锅头,,白酒,2
57,30118,10,红星二锅头,,白酒,2
58,30117,10,红星二锅头,,白酒,2
59,30608,10,红星二锅头,,白酒,2
60,30425,10,红星二锅头,,白酒,2
61,29748,10,红星二锅头,,白酒,2
62,29642,10,红星二锅头,,白酒,2
63,30495,10,红星二锅头,,白酒,2
64,29887,10,红星二锅头,,白酒,2
65,31800,10,红星二锅头,,白酒,2
66,30453,10,红星二锅头,,白酒,2
68,29995,10,红星二锅头,,白酒,2
69,30340,10,红星二锅头,,白酒,2
70,30110,10,红星二锅头,,白酒,2
71,30436,10,红星二锅头,,白酒,2
72,30340,10,红星二锅头,,白酒,2
73,31086,10,红星二锅头,,白酒,2
74,30199,10,红星二锅头,,白酒,2
20,29488,10,红星二锅头,,白酒,2
21,28436,10,红星二锅头,,白酒,2
22,29321,10,红星二锅头,,白酒,2
23,30000,10,红星二锅头,,白酒,2
24,29655,10,红星二锅头,,白酒,2
27,29514,10,红星二锅头,,白酒,2
29,29646,10,红星二锅头,,白酒,2
30,29001,10,红星二锅头,,白酒,2
31,29761,10,红星二锅头,,白酒,2
33,29762,10,红星二锅头,,白酒,2
34,29508,10,红星二锅头,,白酒,2
35,30645,10,红星二锅头,,白酒,2
36,28703,10,红星二锅头,,白酒,2
37,30137,10,红星二锅头,,白酒,2
38,28964,10,红星二锅头,,白酒,2
39,29586,10,红星二锅头,,白酒,2
40,29939,10,红星二锅头,,白酒,2
41,28726,10,红星二锅头,,白酒,2
42,29771,10,红星二锅头,,白酒,2
44,31219,10,红星二锅头,,白酒,2
45,28465,10,红星二锅头,,白酒,2
46,28080,10,红星二锅头,,白酒,2
47,29415,10,红星二锅头,,白酒,2
48,29698,10,红星二锅头,,白酒,2
49,29846,10,红星二锅头,,白酒,2
50,30184,10,红星二锅头,,白酒,2
51,28190,10,红星二锅头,,白酒,2
52,29767,10,红星二锅头,,白酒,2
54,29113,10,红星二锅头,,白酒,2
55,29885,10,红星二锅头,,白酒,2
56,29845,10,红星二锅头,,白酒,2
58,30453,10,红星二锅头,,白酒,2
59,30113,10,红星二锅头,,白酒,2
60,29748,10,红星二锅头,,白酒,2
61,30364,10,红星二锅头,,白酒,2
62,29906,10,红星二锅头,,白酒,2
63,29889,10,红星二锅头,,白酒,2
64,29983,10,红星二锅头,,白酒,2
66,30272,10,红星二锅头,,白酒,2
67,30137,10,红星二锅头,,白酒,2
68,29553,10,红星二锅头,,白酒,2
69,30108,10,红星二锅头,,白酒,2
70,29564,10,红星二锅头,,白酒,2
71,30110,10,红星二锅头,,白酒,2
72,29689,10,红星二锅头,,白酒,2
73,29798,10,红星二锅头,,白酒,2
74,29654,10,红星二锅头,,白酒,2
75,29699,10,红星二锅头,,白酒,2
76,30108,10,红星二锅头,,白酒,2
77,29984,10,红星二锅头,,白酒,2
78,30140,10,红星二锅头,,白酒,2
79,29698,10,红星二锅头,,白酒,2
80,29915,10,红星二锅头,,白酒,2
81,29598,10,红星二锅头,,白酒,2
82,30032,10,红星二锅头,,白酒,2
83,30184,10,红星二锅头,,白酒,2
84,29355,10,红星二锅头,,白酒,2
85,30105,10,红星二锅头,,白酒,2
86,29792,10,红星二锅头,,白酒,2
87,29929,10,红星二锅头,,白酒,2
89,29830,10,红星二锅头,,白酒,2
90,30065,10,红星二锅头,,白酒,2
91,29895,10,红星二锅头,,白酒,2
92,29836,10,红星二锅头,,白酒,2
93,30102,10,红星二锅头,,白酒,2
95,30000,10,红星二锅头,,白酒,2
97,30205,10,红星二锅头,,白酒,2
99,29851,10,红星二锅头,,白酒,2
100,29948,10,红星二锅头,,白酒,2
101,30141,10,红星二锅头,,白酒,2
102,30153,10,红星二锅头,,白酒,2
103,30055,10,红星二锅头,,白酒,2
104,30132,10,红星二锅头,,白酒,2
105,30111,10,红星二锅头,,白酒,2
106,29746,10,红星二锅头,,白酒,2
107,30213,10,红星二锅头,,白酒,2
108,30194,10,红星二锅头,,白酒,2
110,30129,10,红星二锅头,,白酒,2
111,29750,10,红星二锅头,,白酒,2
112,30094,10,红星二锅头,,白酒,2
113,29383,10,红星二锅头,,白酒,2
114,29906,10,红星二锅头,,白酒,2
115,30317,10,红星二锅头,,白酒,2
116,30119,10,红星二锅头,,白酒,2
117,30118,10,红星二锅头,,白酒,2
118,30000,10,红星二锅头,,白酒,2
119,29976,10,红星二锅头,,白酒,2
120,29978,10,红星二锅头,,白酒,2
20,29861,10,红星二锅头,,白酒,2
21,29392,10,红星二锅头,,白酒,2
22,29321,10,红星二锅头,,白酒,2
23,29899,10,红星二锅头,,白酒,2
25,29793,10,红星二锅头,,白酒,2
26,28698,10,红星二锅头,,白酒,2
28,30254,10,红星二锅头,,白酒,2
29,28963,10,红星二锅头,,白酒,2
30,29001,10,红星二锅头,,白酒,2
31,29334,10,红星二锅头,,白酒,2
32,29569,10,红星二锅头,,白酒,2
33,28991,10,红星二锅头,,白酒,2
34,28883,10,红星二锅头,,白酒,2
35,30118,10,红星二锅头,,白酒,2
36,28703,10,红星二锅头,,白酒,2
37,30654,10,红星二锅头,,白酒,2
38,29460,10,红星二锅头,,白酒,2
39,29865,10,红星二锅头,,白酒,2
40,30598,10,红星二锅头,,白酒,2
41,28726,10,红星二锅头,,白酒,2
42,30592,10,红星二锅头,,白酒,2
43,30743,10,红星二锅头,,白酒,2
44,30015,10,红星二锅头,,白酒,2
45,29026,10,红星二锅头,,白酒,2
46,28766,10,红星二锅头,,白酒,2
47,30320,10,红星二锅头,,白酒,2
48,29657,10,红星二锅头,,白酒,2
49,29002,10,红星二锅头,,白酒,2
50,30065,10,红星二锅头,,白酒,2
51,28749,10,红星二锅头,,白酒,2
52,30054,10,红星二锅头,,白酒,2
53,29448,10,红星二锅头,,白酒,2
54,29042,10,红星二锅头,,白酒,2
55,30000,10,红星二锅头,,白酒,2
56,29692,10,红星二锅头,,白酒,2
57,29883,10,红星二锅头,,白酒,2
58,29853,10,红星二锅头,,白酒,2
59,30000,10,红星二锅头,,白酒,2
60,30027,10,红星二锅头,,白酒,2
61,30021,10,红星二锅头,,白酒,2
62,30154,10,红星二锅头,,白酒,2
63,30221,10,红星二锅头,,白酒,2
64,30094,10,红星二锅头,,白酒,2
65,30392,10,红星二锅头,,白酒,2
66,30526,10,红星二锅头,,白酒,2
68,29888,10,红星二锅头,,白酒,2
69,30447,10,红星二锅头,,白酒,2
70,29999,10,红星二锅头,,白酒,2
71,29681,10,红星二锅头,,白酒,2
72,29901,10,红星二锅头,,白酒,2
73,29907,10,红星二锅头,,白酒,2
74,30190,10,红星二锅头,,白酒,2
75,30000,10,红星二锅头,,白酒,2
76,30000,10,红星二锅头,,白酒,2
77,30092,10,红星二锅头,,白酒,2
78,30000,10,红星二锅头,,白酒,2
79,30144,10,红星二锅头,,白酒,2
80,29620,10,红星二锅头,,白酒,2
81,29752,10,红星二锅头,,白酒,2
82,30245,10,红星二锅头,,白酒,2
83,29788,10,红星二锅头,,白酒,2
84,29796,10,红星二锅头,,白酒,2
85,30105,10,红星二锅头,,白酒,2
86,30683,10,红星二锅头,,白酒,2
87,29755,10,红星二锅头,,白酒,2
88,29966,10,红星二锅头,,白酒,2
89,30067,10,红星二锅头,,白酒,2
90,30272,10,红星二锅头,,白酒,2
91,29959,10,红星二锅头,,白酒,2
92,30000,10,红星二锅头,,白酒,2
93,29898,10,红星二锅头,,白酒,2
96,29689,10,红星二锅头,,白酒,2
97,30456,10,红星二锅头,,白酒,2
99,29851,10,红星二锅头,,白酒,2
100,30048,10,红星二锅头,,白酒,2
102,29766,10,红星二锅头,,白酒,2
103,29760,10,红星二锅头,,白酒,2
104,29795,10,红星二锅头,,白酒,2
105,30097,10,红星二锅头,,白酒,2
106,29666,10,红星二锅头,,白酒,2
107,29732,10,红星二锅头,,白酒,2
108,29889,10,红星二锅头,,白酒,2
110,30095,10,红星二锅头,,白酒,2
111,29970,10,红星二锅头,,白酒,2
112,30000,10,红星二锅头,,白酒,2
113,29505,10,红星二锅头,,白酒,2
114,29877,10,红星二锅头,,白酒,2
115,30308,10,红星二锅头,,白酒,2
116,30252,10,红星二锅头,,白酒,2
117,29959,10,红星二锅头,,白酒,2
118,29792,10,红星二锅头,,白酒,2
119,29885,10,红星二锅头,,白酒,2
120,29887,10,红星二锅头,,白酒,2
20,29488,10,红星二锅头,,白酒,2
21,9509,10,红星二锅头,,白酒,2
23,30470,10,红星二锅头,,白酒,2
24,29450,10,红星二锅头,,白酒,2
26,29082,10,红星二锅头,,白酒,2
28,30000,10,红星二锅头,,白酒,2
29,29301,10,红星二锅头,,白酒,2
32,28980,10,红星二锅头,,白酒,2
33,28770,10,红星二锅头,,白酒,2
35,30000,10,红星二锅头,,白酒,2
36,29611,10,红星二锅头,,白酒,2
37,29714,10,红星二锅头,,白酒,2
38,28423,10,红星二锅头,,白酒,2
39,29147,10,红星二锅头,,白酒,2
40,29178,10,红星二锅头,,白酒,2
41,29408,10,红星二锅头,,白酒,2
42,29890,10,红星二锅头,,白酒,2
43,28812,10,红星二锅头,,白酒,2
44,31685,10,红星二锅头,,白酒,2
45,29813,10,红星二锅头,,白酒,2
46,29175,10,红星二锅头,,白酒,2
47,30119,10,红星二锅头,,白酒,2
48,29698,10,红星二锅头,,白酒,2
49,29846,10,红星二锅头,,白酒,2
50,30008,10,红星二锅头,,白酒,2
51,28190,10,红星二锅头,,白酒,2
52,30466,10,红星二锅头,,白酒,2
53,30000,10,红星二锅头,,白酒,2
54,29933,10,红星二锅头,,白酒,2
55,29885,10,红星二锅头,,白酒,2
56,29887,10,红星二锅头,,白酒,2
58,29851,10,红星二锅头,,白酒,2
59,29857,10,红星二锅头,,白酒,2
60,30112,10,红星二锅头,,白酒,2
61,30762,10,红星二锅头,,白酒,2
62,29887,10,红星二锅头,,白酒,2
63,30507,10,红星二锅头,,白酒,2
64,30336,10,红星二锅头,,白酒,2
65,30725,10,红星二锅头,,白酒,2
66,30272,10,红星二锅头,,白酒,2
68,29435,10,红星二锅头,,白酒,2
70,29889,10,红星二锅头,,白酒,2
71,30113,10,红星二锅头,,白酒,2
72,29901,10,红星二锅头,,白酒,2
73,29690,10,红星二锅头,,白酒,2
74,30000,10,红星二锅头,,白酒,2
75,29987,10,红星二锅头,,白酒,2
76,30230,10,红星二锅头,,白酒,2
77,30184,10,红星二锅头,,白酒,2
