frquency,impedance,wine_id,wine_name,Unnamed: 10,类别,类别编码
36,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
37,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
38,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
39,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
40,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
41,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
43,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
44,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
48,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
49,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
54,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
55,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
56,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
60,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
61,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
62,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
63,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
64,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
65,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
66,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
67,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
68,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
69,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
70,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
71,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
72,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
73,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
74,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
75,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
76,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
77,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
78,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
79,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
80,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
81,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
82,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
83,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
84,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
85,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
86,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
87,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
88,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
89,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
90,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
91,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
95,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
96,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
97,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
101,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
102,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
103,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
105,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
106,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
107,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
108,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
109,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
110,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
111,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
112,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
113,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
114,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
116,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
117,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
118,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
119,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
120,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
20,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
21,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
22,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
23,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
24,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
25,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
26,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
27,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
28,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
29,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
30,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
32,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
33,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
34,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
35,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
36,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
37,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
38,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
39,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
40,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
41,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
42,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
43,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
44,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
48,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
49,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
54,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
55,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
56,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
60,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
61,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
62,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
63,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
64,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
65,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
66,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
67,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
69,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
71,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
72,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
74,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
75,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
76,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
77,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
78,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
79,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
80,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
81,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
82,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
83,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
84,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
85,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
87,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
88,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
89,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
90,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
91,906,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
95,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
96,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
97,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
20,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
21,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
22,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
23,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
24,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
25,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
26,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
27,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
28,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
29,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
30,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
31,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
32,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
33,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
34,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
35,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
36,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
37,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
38,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
39,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
40,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
41,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
43,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
44,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
48,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
49,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
50,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
54,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
55,911,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
56,911,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
60,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
61,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
62,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
63,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
64,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
65,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
66,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
67,911,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
68,911,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
69,911,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
70,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
71,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
72,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
73,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
75,911,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
76,911,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
77,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
78,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
79,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
80,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
81,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
82,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
83,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
84,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
85,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
86,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
87,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
88,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
89,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
90,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
91,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
95,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
96,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
97,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
101,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
102,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
103,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
104,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
105,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
106,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
107,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
108,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
109,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
110,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
111,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
112,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
113,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
114,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
115,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
116,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
117,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
118,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
119,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
20,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
21,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
22,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
23,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
24,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
25,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
26,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
27,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
28,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
29,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
30,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
31,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
32,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
33,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
34,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
35,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
36,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
37,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
38,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
39,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
40,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
41,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
42,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
43,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
44,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
48,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
49,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
50,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
54,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
55,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
56,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
60,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
62,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
63,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
64,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
65,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
66,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
67,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
68,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
69,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
70,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
71,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
72,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
73,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
74,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
75,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
76,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
77,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
78,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
79,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
80,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
81,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
82,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
83,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
84,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
85,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
86,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
87,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
88,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
89,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
90,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
91,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
95,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
96,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
97,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
101,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
102,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
104,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
105,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
106,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
107,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
108,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
109,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
110,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
111,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
112,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
113,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
114,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
115,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
116,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
117,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
118,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
119,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
120,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
20,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
21,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
22,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
23,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
24,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
25,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
26,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
27,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
28,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
29,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
30,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
31,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
32,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
33,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
34,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
35,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
36,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
37,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
38,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
39,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
40,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
41,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
42,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
43,907,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
44,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
49,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
50,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
54,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
55,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
56,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
60,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
61,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
62,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
63,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
64,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
65,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
66,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
68,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
69,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
70,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
71,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
72,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
73,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
74,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
75,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
76,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
77,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
78,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
79,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
80,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
81,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
82,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
83,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
84,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
85,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
86,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
87,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
88,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
89,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
90,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
91,908,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
20,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
21,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
22,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
23,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
24,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
25,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
26,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
27,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
28,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
29,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
30,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
31,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
32,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
34,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
35,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
36,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
37,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
38,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
39,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
40,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
41,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
44,909,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
45,910,24,四洛克粉蜜桃味鸡尾酒,,鸡尾酒,3
